show_id,type,title,director,cast,country,date_added,release_year,rating,duration,listed_in,description
s1037,Movie,Shapes Song & More Learning Songs For Kids - KiiYii,Moonbug Entertainment,,,,2020,ALL,33 min,Kids,"A new collection of colorful and wonderfully engaging nursery rhymes and children's songs that will thrill your child while educating them in their numbers, ABCs and general learning! From the creators of LittleBabyBum, KiiYii allows the child's imagination to go further!"
s1038,Movie,Shao Lin Temple,Hsin-Yen Chang,"Jet Li, Chunhua Ji, Henry Fong",,,1982,13+,100 min,Action,"Nominated and won: Hong Kong Film Award. Best Action Choreography. A young man, hounded by a psychopathic general, learns martial arts at the Shaolin temple to avenge his father's death. To achieve this he forgoes a budding romance with his kung fu master's daughter, a shepherdess."
s1039,Movie,Shane Mauss: Mating Season,Jay Chapman,Shane Mauss,,,2013,18+,65 min,"Arts, Entertainment, and Culture, Comedy, Special Interest","Shane Mauss, an honorary evolutionary psychologist, brings countless years of watching Animal Planet to aid in discussions of Snoop Dog, crouton factories, and other important things."
s1040,Movie,Shakuntala Devi,Anu Menon,"Vidya Balan, Sanya Malhotra, Jisshu Sengupta,  Amit Sadh",India,,2020,13+,127 min,Drama,"The extraordinary story of Shakuntala Devi, the world-renowned mathematician who lived her life on her own terms. While the film pays tribute to her genius as a mathematician, it also humanizes her as a woman and mother, in trying to capture her indomitable spirit. Told through the lens of her relationship with her daughter Anu, the film highlights their very different struggles and aspirations."
s1041,TV Show,Shakespeare Uncovered,,"Helen Hunt, F. Murray Abraham, Romola Garai, Brian Cox, Simon Russell Beale",,,2018,TV-14,1 Season,TV Shows,Includes six films: Much Ado About Nothing (Helen Hunt); The Merchant of Venice (F. Murray Abraham); Measure for Measure (Romola Garai); Julius Caesar (Brian Cox); The Winter's Tale (Simon Russell Beale); Richard III (Antony Sher).
s1042,TV Show,Shaitaan Haveli,,"Bhupesh Singh, Varun Thakur, Neha Chauhan, Pippa Hughes, Monica Gupta",,,2018,TV-NR,1 Season,Comedy,B-Grade filmmaker Hariman shows up to shoot his horror film at an old haveli. Freak occurrences make the crew realise that they're not just shooting a horror film but are soon going to be living one.
s1043,Movie,Shadow Puppets,Michael Winnick,"James Marsters, Tony Todd, Marc Winnick",,,2007,16+,103 min,"Horror, Suspense","Eight strangers with no memories find themselves trapped in an abandoned facility. As they desperately try to find answers and escape, their own Shadows attempt to consume them from the darkness."
s1044,TV Show,Shadow Force,,Bob Parr,,,2008,TV-PG,1 Season,TV Shows,Shadow Force offers an unparalleled look inside the operations of military specialists as they take on missions around the world.
s1045,Movie,Shadow Company,"Nick Bicanic, Jason Bourque",James Ashcroft,Canada,,2007,13+,44 min,Documentary,"Twenty thousand private soldiers operate in Iraq. Who are these people? What do they do and why do they do it? This documentary is a groundbreaking investigation into the secretive world of modern mercenaries. It follows one British contractor on his tour of duty, contrasting his experiences in Iraq with previous operations. This is the definitive film on the changing face of modern war."
s1046,Movie,Shadaa,Jagdeep Singh,"Diljit Dosanjh, Neru Bajwa, Jagdeep Sandhu",,,2019,ALL,128 min,Comedy,"Amidst pressures from his parents to hurry up and wed, a young man seeks his perfect match. After many failed attempts with matchmakers, his parents are delighted when their son finally meets the woman of his dreams but things do not go as planned."
s1047,Movie,Shaadi Mubarak,Padmasri,"Sagar RK Naidu, Drishya Raghunath",India,,2021,ALL,133 min,"Comedy, Drama","Madhav, an introverted software employee who gets compelled to meet 3 brides of alliances arranged by a marriage bureau run by Jayamma. Bhanumati, daughter of Jayamma, a happy, go-lucky girl had to accompany Madhav in meeting his set alliances. In the journey, they find love in each other, yet, they don't express it. The story takes new turns with each alliance they meet."
s1048,Movie,Sex Ed,Isaac Feder,"Haley Joel Osment, Lorenza Izzo, Kevin Hernandez, Retta, Glen Powell, Castille Landon, Chris Williams, Ray Santiago, Abby Elliott, Parker Young, Laura Harring, Lamorne Morris, Isaac White, Matt Walsh",,,2014,18+,92 min,"Comedy, Drama","First time teacher Eddie Cole turns his detention class into Sex Ed., but he might not be the best teacher since his students seem to have more experience than him."
s1049,Movie,Seventeen (Siebzhen),Monja Art,"Elisabeth Wabitsch, Magdalena Wabitsch, Alexandra Schmidt, Leo Plankensteiner",,,2019,13+,106 min,"Drama, LGBTQ, Romance","Somewhere in Austria, seventeen-year-old boarding school pupil Paula, is secretly in love with her friend Charlotte. But Charlotte's with Michael. Lovelorn, Paula decides to get involved with schoolmate Tim, whose feelings for her are genuine. And then there's Lilli, who is just dying for someone to fancy her. Paula must decide if she wants to follow her own feelings or yield to other people's."
s1050,TV Show,Seven Senses of the Re’Union,,"Kengo Takanashi, Nichika Ohmori, Akari Kito, Kaito Ishikawa, Takuma Terashima",,,2018,TV-NR,1 Season,TV Shows,"Asahi’s life in reality ended simultaneously, when she died playing “Union”, a world-renowned online RPG. The members of “Subaru” went separate ways when ""Union"" shut down due to Asahi's death. Six years later, Haruto logs onto a renewed version of ""Re'Union"" and reunites with Asahi who had died. Is she an electronic ghost? The ""promise"" the childhood friends made will unfold within the game."
s1051,TV Show,Series_Project_UN_Test_UHD,,"Test Actor 1, Test Actor 2",,,2020,TV-G,1 Season,"Comedy, Drama",Season1_Project_UN_Test_UHD short description
s1052,TV Show,Serial Swindlers,,,,,2018,7+,1 Season,"Documentary, Special Interest","Exposing the world's most conniving, creative, and criminally adept con men, Serial Swindlers goes inside their minds. While their crimes and exploits are a ready-made Hollywood script, their escapades have left a trail of heartache, poverty and destruction. Ordinary criminal minds they are not."
s1053,TV Show,Serbia: Old and New,,Laura Alexandra,,,2019,16+,1 Season,"Documentary, Special Interest","Join Laura Alexandra as she travels Serbia for the first time in this 6 part series. Serbia has connected West with East for centuries - a land in which civilisations, cultures, faiths, climates and landscapes meet and mingle. Experience beautiful mountains, national parks, stunning medieval churches and a whole host of amazing things on offer in Serbia, from the very old to the very new."
s1054,Movie,Separate Ways,Howard Avedis,"Karen Black, Tony Lo Bianco",,,1981,R,93 min,Comedy,"Karen Black stars as Val, a neglected wife who must leave her husband and find herself before attempting to reconstruct her marriage. With new-found dignity and a fresh perspective, Val and her husband vow to try again."
s1055,TV Show,SENTOSHA: Battle Wheels,,"Chihara Junior, Masatoshi Hamada",,,2018,13+,1 Season,"Comedy, International, Unscripted","Renowned entertainers and car lovers grasp the wheel and compete with their battle cars in a variety of never before seen challenges! They face off in life-threatening duels designed to test their speed, courage, and above all, their grit! Put the pedal to the metal! Burn! Destroy! Crash into! This is a new show of the “Dangertainment variety (danger + entertainment)”. (C) 2017 YD Creation (C)"
s1056,Movie,Sensitivity Training,Melissa Finell,"Anna Lise Phillips, Jill Alexander, Quinn Marcus, Amy Madigan, Andy Gala, Amy Vorpahl, Gregory Itzen, Finnegan Haid, Michael Laskin, Charles Haid",,,2018,13+,86 min,Comedy,A misanthropic scientist is forced into sensitivity training at work and forms an unlikely friendship with the bubbly woman assigned to be her coach.
s1057,Movie,Selfie Dad,Brad Silverman,"Michael Jr., Chonda Pierce, James Denton, Karen Abercrombie",,,2020,PG,97 min,Comedy,"Parenting is no joke! In this a light-hearted family film, one dad shakes off a mid-life crisis and reconnects with his family . . . with his Bible in one hand and his phone in the other. Featuring Michael Jr. and Chonda Pierce."
s1058,TV Show,Selena's Secret,,"Sofía Lama, Maya Zapata, Damayanti Quintanar",,,2018,TV-NR,1 Season,Drama,"The series begins with the death of the singer, then goes back in time to explain the relationship that existed between her and her murderer, showing only what was disclosed by the media."
s1059,Movie,Selah and the Spades,Tayarisha Poe,"Lovie Simone, Jharrel Jerome, Celeste O’Connor, Jesse Williams, Gina Torres, Ana Mulvoy Ten, Evan Roe, Francesca Noel, Henry Hunter-Hall, Nekhebet Juch, Bella Ferragamo, Kristen Ivy Haynes, Greyson Cage, Ben Breault, Krish Bhuva, Cody Sloan, Ali Fisher, Rae Bell, Melissa McMeekin, Ken Israel",United States,,2020,R,98 min,Young Adult Audience,"Five factions run the underground life of the prestigious Haldwell boarding school. At the head of the most powerful faction – THE SPADES – sits Selah Summers. Both charming and callous, Selah walks the fine line between being feared and loved, often cutting loose whomever she deems a threat to her power."
s1060,Movie,"Seeing, Searching, Being - William Segal",Ken Burns,Wiliam Segal,,,2010,,74 min,Documentary,"William Segal, was a philosopher, publisher, writer and painter who searched relentlessly and compassionately for meaning in the 20th century. Segal helped bring Eastern and Western spiritual traditions together, always stressing what connected humanity rather than what differentiated it."
s1061,TV Show,Seeing Canada,,Brandy Yanchyk,,,2019,13+,2 Seasons,"Documentary, Special Interest","Brandy Yanchyk returns with the second season of her travel documentary series, Seeing Canada. Through Brandy's eyes, enjoy Canada's iconic nature, thrilling adventures, and unique, and varied culture. Visit vibrant cities, savour culinary delights, enjoy world-class attractions and meet unique characters and Canada's natural wonders in this excellent and exciting six-part series."
s1062,Movie,Seed of Innocence,Boaz Davidson,"Mary Cannon, Tim Wead",,,1980,R,92 min,Drama,Poignant love story of two teenagers who have a baby and decide to keep it in spite of their parents' objections. They flee their gossipy small town and try to make it in New York.
s1063,Movie,Section 375,Ajay Bahl,"Akshaye Khanna, Richa Chadha, Meera Chopra",,,2019,18+,123 min,"Drama, International","A celebrated Bollywood director Rohan Khurana stands accused by a female member of his crew, Anjali Dangle of having raped her at his residence."
s1064,TV Show,Secrets Of The Universe,,,,,2015,ALL,1 Season,"Documentary, Special Interest","This visually dynamic series follows a trail of energy into the power centers of the universe: black holes, exploding stars, active galaxies. Based on the findings of current science, including state of the art supercomputer simulations, the series dives into the heart of a supermassive black hole, flies down onto toxic alien planets and rides on the roiling surface of stars about to go supernova."
s1065,TV Show,Secrets of the Dead: The Nero Files,,Jay O. Sanders,,,2019,TV-PG,1 Season,"Documentary, Special Interest","The Roman emperor Nero is considered one of history's greatest criminals - a cruel, insane, and brutal ruler. Secrets of the Dead: The Nero Files investigates Nero's reign with the help of criminal psychologist Thomas Müller."
s1066,Movie,Secrets of the Dead: The Lost Gardens of Babylon,David Allen,Jay O. Sanders,,,2014,,55 min,Documentary,A world wonder so elusive; it must be mythical...The Lost Gardens of Babylon follows Dr. Stephanie Dalley as she hunts for the gardens using ancient texts and spy satellite images to uncover evidence to support her theory that the gardens were built 100 years before commonly believed.
s1067,TV Show,Secrets of the Castle,,"Ruth Goodman, Peter Ginn, Tom Pinfold",,,2014,13+,1 Season,"Documentary, Special Interest","Historian Ruth Goodman and archaeologists Peter Ginn and Tom Pinfold go back in time a few hundred years - figuratively, at least - as they learn how to build a medieval castle using only tools, techniques and materials that were available in the 13th century. It is an extensive project, which is part of a large archaeological experiment expected to take 25 years to complete"
s1068,Movie,Secret Valley,Howard Bretherton,"Richard Arlen, Virginia Grey, Jack Mulhall, Norman Willis, Syd Saylor, RUssell Hicks, Willie Fung",,,1937,ALL,57 min,Western,"Nevada rancher Lee Rogers (Arlen) decides to allow Jean Carlo (Grey) to hide out on his ranch. She wants a divorce from gangster husband Collins (Wilis), who has secretly followed her. Jean accidentally causes a stampede of Lee's cattle that almost causes him to lose the ranch. Jean uses some of her fortune to pay off Lee's debt, and convinces Lee's friend Russel Parker (Mulhall) to lie and say that he had obtained a loan from the bank. Collins and his henchmen capture Jean, and threatens to harm Lee if she does not come with them, to which she agrees. But Lee won't give up Jean without a fight, and together with a group of Federal lawmen who want to arrest Collins, rides off to rescue Jean and bring Collins to justice."
s1069,TV Show,Secret State,,"Gabriel Byrne, Charles Dance, Gina McKee, Ralph Ineson",,,2012,TV-14,1 Season,"Drama, Suspense","This is a proper political thriller, where democracy and its relationship with industry is laid bare. Starring Gabriel Byrne Charles Dance and Gina McKee."
s1070,TV Show,Secret Life of the Hospital Bed,,Joe Duttine,,,2017,16+,1 Season,"Documentary, Special Interest","This documentary series takes an unprecedented look inside Britain's emergency medical system, using fixed-rig cameras to tell the stories of patients during their stays in A&E, Maternity, Day Surgery, and Paediatrics at hospitals across the country. While the circumstances, ailment, treatment, and length of the stay differ with each individual patient, the one constant is the bed."
s1071,Movie,Secret Diary of the Holocaust,Alex Marengo,Colin Tierney,,,2009,16+,50 min,Documentary,"Documentary telling the tale of a 14-year-old Polish girl, Rutka Laskier, who was murdered at Auschwitz in 1943, whose diary was found under the floorboards of her home in 2005."
s1072,TV Show,Secret Diary of a Call Girl,,"Billie Piper, Iddo Goldberg, Cherie Lunghi, Lily James, Ashley Madekwe, Joanna Bobin, James D'Arcy, David Dawson",,,2011,18+,3 Seasons,"Drama, Romance","The real-life anonymous blog and book of a high-class London call girl known to the world only as ""Belle de Jour"" becomes this original series starring Billie Piper as Hannah, an ambitious young woman leading an exciting but dangerous double life as an expensive escort named ""Belle"" that not even her best friend suspects. Cherie Lunghi and Iddo Goldberg costar in this hit British series."
s1073,Movie,Secondhand Hearts,Austin Everett,"Ben Isaacs, Mallory Corinne, Allie Rae Treharne, Jericho Lopez, Rebecca C. Olson, Ward Wright",,,2020,,95 min,"Drama, Kids, Romance","Ben, a photographer traveling in Japan meets another American, Emily. They travel the country together and fall quickly in love. Returning home to the US, Ben meets his girlfriend's family and discovers that Emily is his girlfriend's older sister."
s1074,TV Show,Second  War Diary - The War Day by Day,,,,,2014,TV-NR,1 Season,"Documentary, Special Interest","The greatest conflict the world has known to date lasted from 1 September 1939 to 2 September 1945 when Japan signed the surrender. Six years, 2,190 days, in which the world lived through a terrible war which completely changed the system of alliances of the different countries and the way of life of millions of their inhabitants."
s1075,Movie,Seated Yoga Level I 13 minutes,Mark Knight,"Anne-Marie Newland, Jamie Newland",,,2016,ALL,14 min,"Fitness, Special Interest","This program helps reduce the effects of deep vein thrombosis and for those unable to stand, lie down or walk. Blood moves slowly around the body and the oxygen in the blood will not reach the heart or the brain efficiently causing medical problems such as deep vein thrombosis. Curated by Anne-Marie Newland the founder of Sun-Power-Yoga."
s1076,TV Show,Seatbelt Psychic,,"Lisa Cash, Thomas John",,,2018,TV-PG,1 Season,"Documentary, Drama, Unscripted",Seatbelt Psychic surprises unsuspecting ride-share passengers with readings featuring world-renowned medium Thomas John.
s1077,Movie,Searching for Bobby Fischer,Steven Zaillian,"Ben Kingsley, Joe Mantegna, Laurence Fishburne, Joan Allen, Robert Stephens, David Paymer, William H. Macy, Max Pomeranc, Michael Nirenberg, Tom McGowan",,,1993,PG,110 min,"Drama, Young Adult Audience",Josh is a typical seven-year-old who happens to be a chess prodigy. Josh's Father is determined to see his son become a champion. During their journey of discovery they learn the one thing neither can afford to lose: their love for each other.
s1078,Movie,Searching for Augusta: The Forgotten Angel of Bastogne,Mike Edwards,,,,2016,13+,74 min,"Documentary, Special Interest","This true story begins with two nurses, Renee LeMaire and Augusta Chiwy, as they treat patients in the Bastogne aid station. Renee was killed on Christmas Eve and became famous as ""The Angel of Bastogne."" Augusta's story was lost to history for sixty-five years. Augusta Chiwy's story is one of great courage and heroism in the face of racial discrimination."
s1079,Movie,Sean Bones: Live in Concert,,,,,2011,NR,29 min,Music Videos and Concerts,"Sean Bones snaps the punch and kick, reggae pop stylings of his debut album Rings into place in this live performance at NYC's Piano's."
s1080,TV Show,Sea Power,,,,,2005,7+,1 Season,Documentary,"A chronicle of naval vessels from yesteryear, through to modern day – an extraordinary view from above the water and below. Discover how Liberty Ships were constructed, the development of Aircraft Carriers and how the invention of Sonar affected submarine warfare. It's all here in Sea Power."
s1081,Movie,Sea Gypsies,Nico Edwards,"Nico Edwards, Ayack Wanderer, David Bowie, Clemens Gabriel Oestreich, Peter Falck, Zach Byron-Smith, Mathias Lessman, Ole Muller",,,2016,13+,78 min,"Action, Documentary, Sports","The vessel is Infinity, a 120 ft hand-built gypsy boat, crewed by a band of miscreants. The journey, an 8,000 mile pacific crossing, from New Zealand to Patagonia, with a stop in Antarctica. Unlike all the other boats heading to Antarctica though, Infinity is no well-financed, ice-reinforced super yacht, crewed by well-paid professional sailors, with carefully thought out agendas."
s1082,TV Show,Scrubs,,"Zach Braff, Donald Faison, Sarah Chalke, Ken Jenkins, John C. McGinley",,,2010,TV-14,9 Seasons,Comedy,"The doctors are ready to see you now. And this season, there are old favorites and new blood. J.D. returns, but this time to teach med school, along with Turk, Drs. Cox and Kelso and Intern Denise. Can J.D. and Turk show them how to handle life and death situations without taking life too seriously? Get ready to examine one of the funniest and most unique shows on television."
s1083,TV Show,Scrapyard Supercar,,"Shane Lynch, Ralph Hosier",,,2019,7+,1 Season,"Special Interest, Unscripted",Petrolhead Shane Lynch is setting two teams of amateur mechanics a task of epic proportions; they have just four days to build monster machines that can out-perform a 'top-trump' attribute of a supercar.
s1084,TV Show,Scott & Bailey,,"Suranne Jones, Lesley Sharp",,,2016,TV-14,5 Seasons,"Drama, Suspense","This season Janet and Rachel investigate the sinister world of the Darknet, a place that offers complete anonymity to its users. A ruthless game is being played - one man challenges another to murder, leaving a chalk mark at the scene as proof. As more chalk marks are left, identifying more victims, will Janet and Rachel be able to stop these vicious killers before it's too late?"
s1085,Movie,Scorpio Men on Prozac,Rand Marsh,"Seth Macari, Justin Hartley, Erin Cummings, Olivier Taillieu, Cheryl Rixon Davis, Christina Romero, Luke Davis, Taylor Kinney, Nicole Brunner, Danielle Roberts, Elexa Williams, Bradford H. Benoit, Westley Thornton, Jeffrey Vanderbyl, Maurice Chasse, Jason Beaudoin, Nina Kruse, Nick Lakind",,,2020,16+,107 min,Drama,"Satirical comedy follows the trials and tribulations of a group of guys (all, by chance, Scorpios), who connect in group therapy and all of whom are popping ""zac,"" soon will be or should be."
s1086,TV Show,SciGirls,,,,,2010,NR,1 Season,Kids,"From PBS - In the first season of SciGirls, the girls, with the help of scientist mentors, design their own inquiry-based investigations on a huge variety of topics, from the environment to technology and from engineering to nutrition."
s1087,Movie,School Spirits,Allison Eckert,"Tiffany Alvord, Teala Dunn, Piper Curda, Christian Delgrosso, Audrey Whitby, Alysia Reiner",,,2020,13+,89 min,"Action, Kids",A girl relocates to a small town only to find it inhabited by ghosts. A struggle against a bad spirit ensues to keep the town's children safe.
s1088,TV Show,Scenic Walks Around the World,,Michael Lumsden,,,2008,ALL,1 Season,TV Shows,"Reader's Digest takes you to the world's most unique places of natural beauty best captured on foot. This exhilarating collection ventures off the beaten path to witness sights tourists seldom see, sights you will never forget, and will want to revisit again and again!"
s1089,TV Show,Scenery Channel,,,,,2017,ALL,1 Season,"International, Special Interest","Fire and Ice and all things In between. Sharecare Windows' International Award-Winning videographers travel to exotic and everyday locations, capturing the extreme as well as everyday life. Join us for the ultimate vicarious travel experience in Season One as we explore destinations including Iceland, Portugal, Spain, Croatia, Montenegro, and Istanbul."
s1090,TV Show,Scaredy Squirrel,,"Terry McGurrin, Jonathan Gould, Pat McKenna, Linda Kash, Jayne Eastwood, David Berni, Jamie Watson, Dwayne Hill",,"March 30, 2021",2012,TV-G,4 Seasons,"Animation, Kids","Based on a series of children's books written by Mélanie Watt, this animated series features Scaredy, a creative, offbeat squirrel who is learning to be comfortable in his own fur. Scaredy tackles every challenge that is thrown at him with his trademark dorkiness, but he has a self-confidence that makes him cool."
s1091,Movie,Say Yes,Stewart Wade,"Leah McKendrick, Patrick Zeller, Matt Pascua, Shari Belafonte, Stefanie Estes, Alexandra Paul, Alberto Manquero",,,2019,18+,95 min,Drama,"When Lily is diagnosed with cancer, her beloved twin brother, Caden, moves in to help and ends up forming a strong bond with Lily's husband, Beau. Lily makes the two men in her life promise to find happiness as a couple after she's gone. But can a straight guy really fall in love with another man?"
s1092,Movie,Sawan Ko Aane Do,Kanak Mishra,"Arun Govil, Zarina Wahab, Amrish Puri, Rita Bhaduri, Yunus Parvez, Leela Mishra",,,1979,ALL,153 min,"Drama, Romance","Sawan Ko Aane Do is a 1979 Rajshri Productions Hindi movie produced by Tarachand Barjatya and directed by Kanak Mishra. It's a story about Birju, a poor villager who wants to marry the headman's daughter, her father gets furious and sends her to the city. Years later, Birju becomes a successful singer and returns to seek his approval."
s1093,Movie,Savyasachi,Chandoo Mondeti,"Naga Chaitanya, Nidhhi Agerwal, R. Madhavan, Bhumika Chawla",India,,2018,13+,148 min,"Action, Adventure, International",Savyasachi (meaning Ambidextrous) is based on a twin brother who is absorbed by Naga's character in the womb and controls his left hand. Unscientifically called the Vanishing Twin Syndrome.
s1094,Movie,Savoir Adore,Baeble Music,,,,2006,NR,34 min,Music Videos and Concerts,"A funny moment that unfortunately we can only reference as it was trimmed from our latest concert release. Deidra Muro, whose melodious vocals compliment musical cohort Paul Hammer's boy next door pairing at the helm of indie pop outfit Savoir Adore, does an impression...of Ben Gibbard...singing ""Take Me Out To The Ballgame"". She of course did not volunteer such an impression, but was egged on to do so by one of her band mates. And, it wasn't too bad. In this performance at Brooklyn Bowl, the promising New York upstarts reveal an affection for bands like Death Cab For Cutie that might go a little deeper than cute impressions. Here, the band twist lovelorn lyrics and head clenching instrumental/vocal melodies, providing the kind of affecting twine that may as well replace the heart strings for tugging on. Plus, the band's crisp and tidy pop tunes suggest they place a premium on their craft. In short, Savoir Adore are a band to keep an eye on. Perhaps you should start with this set captured during last summer's edition of The Northside Festival."
s1095,Movie,Saving Zoë,Jeffrey G. Hunt,"Laura Marano, Vanessa Marano, Chris Tavarez, Giorgia Whigham, Michael Provost, Nathaniel Buzolic, Ken Jeong, Evan Castelloe, Annie Jacob",,,2019,R,95 min,"Drama, Suspense","After the murder of her sister Zoë, Echo is determined to uncover the truth. With Zoë's diary as her guide, Echo finds herself sucked into the darkness of her sister's world and uncovers how one small decision can lead to tragic consequences."
s1096,Movie,Saved By Grace,Johnny Remo,"Joey Lawrence, Catalina Rodriguez, Muse Watson",,,2015,13+,85 min,"Drama, Faith and Spirituality, Kids","Rick (Joey Lawrence), a retired police officer, is despondent over a personal loss and contemplates a dramatic decision of which will change his life forever. At a critical time in his life he meets a mysterious woman Grace (Catalina Rodriguez) who, through her personal stories, gives him a reason to re-examine what is most important to him, Family."
s1097,Movie,Sasheer Zamata: Pizza Mind,Chioke Nassor,Sasheer Zamata,,,2017,18+,73 min,"Arts, Entertainment, and Culture, Comedy, Special Interest","Sasheer Zamata's ""Pizza Mind"" will give viewers food for thought. In this all-new stand-up special, Sasheer covers a spectrum of topics, from drugs to relationships, racism to politics - nothing is off limits. This multi-talented comedian incorporates different performance elements to express her opinions and dive into her personal life, truly giving you a piece of her mind."
s1098,TV Show,SAS Rogue Warriors,,,,,2018,TV-PG,1 Season,"Documentary, Military and War, Special Interest","The Special Air Service is the most famous combat unit, but the story of how it came into existence has been a guarded secret. The SAS opens up its archive to reveal the true story of their formation during the darkest days of World War II."
s1099,Movie,Sarah Colonna: I Can't Feel My Legs,Jay Karas,Sarah Colonna,,,2015,,67 min,"Arts, Entertainment, and Culture, Comedy, Special Interest","New York Times Best Seller and ""Chelsea Lately"" regular, Sarah Colonna, has some stories to tell and she doesn't care what you think. From how to get out of jury duty to online dating, Sarah does not disappoint in this new special. Filmed live in Los Angeles, CA."
s1100,Movie,SANDPAPER,Jarett Bellucci,"David Razor, Lori Katz, Sage Croft, Kat Hands",,,2019,16+,72 min,"Drama, Horror","Eager to add value to her property before selling it, newly-divorced Kate hires an amiable but eccentric local carpenter named Howard to build her a new deck. It soon becomes clear that Howard's eccentricities mask a complex and devious personality that threatens to upturn Kates whole life, locking the pair in a battle of wills that may cost both of them their sanity. Inspired by a true story."
s1101,Movie,Sand Castles,Clenét Verdi-Rose,"Jordon Hodges, Anne Winters, Randy Spence, Clint Howard",,,2014,18+,94 min,Drama,"In rural Indiana, the Daly family wrestles with the mysterious return of Lauren, a daughter kidnapped over a decade ago while her brother Noah was supposed to be watching her. Their uncle, Tommy, then a sheriff's deputy, was unable to find her, and her case remained unresolved.."
s1102,Movie,San Fernando Valley,John English,"Roy Rogers, Dale Evans, Jean Porter, Andrew Tombes, Bob Nolan & The Sons of the Pioneers, LeRoy Mason",,,1944,13+,53 min,Western,"Cyclone Kenyon (Tombes) decides to make the unusual move of replacing many of the cowboys with cowgirls on his large cattle ranch. However, Roy Rogers is secretly brought in to rid the valley of the lawless element, including the task of capturing the bank robbers who have stolen his life's savings. Roy poses as the ranch's new cook in order to complete his second assignment: tame and woo Cyclone's wild, volatile daughter Dale Kenyon (Evans). Roy gets his first screen kiss here from Betty Lou Kenyon (Porter), Dale's bratty kid sister, who almost steals the show."
s1103,Movie,Same Kind of Different as Me,Michael Carney,"Greg Kinnear, Renee Zellweger, Djimon Hounsou, Jon Voight",United States,,2017,PG-13,119 min,Drama,"From The NY Times bestseller comes an inspirational true story about two men from drastically different backgrounds, who develop a surprising bond that will lead them on the most remarkable journey of their lives and forge an everlasting friendship."
s1104,TV Show,Salvage: Code Red,,,,,2009,13+,1 Season,"Adventure, Documentary, Special Interest","This action series documents the dangerous job of responding to the hundreds of shipwrecks reported each year in the wake of storms, head-on collisions, explosions and fire. Salvage workers are a special breed: brave, determined, have great technical skill and be committed to saving crew and cargo from meeting a premature and watery end. This series tells their dramatic and often perilous stories."
s1105,Movie,Salome Where She Danced,Charles Lamont,"Yvonne De Carlo, Rod Cameron, David Bruce, Walter Slezak, Albert Dekker",,,1945,PG-13,92 min,"Action, Military and War, Suspense","The camp classic drama that catapolted De Carlo into stardom. During the Austrian-Prussian war, Anna Marie (De Carlo) is a dancer who is forced to flee her country after she is accused of being a spy. She ends up in a lawless western town in Arizona, where she uses her charms and dancing skills to transform herself into ""Salome"" during her dance routines. She makes such an impact on the town, eventually taming it, that they re-name the town ""Salome, Where She Danced."" Later on, she moves to San Francisco, where she meets a wealthy Russian man, seduces him, and has him build her her own opera house to perform in. Anna Marie spends her life manipulating one man after another to get what she wants, and they fall fall for her."
s1106,Movie,Saleslady,Arthur Greville Collins,"Anna Neagle, Harry Davenport, Kenneth Harlan, Harry Hayden",,,1938,13+,63 min,"Comedy, Drama","Millionaire heiress Mary Dakin (Nagel) is tired of gold digging men constantly wanting to marry her for her money, so she decides to take a job at a department store to see if a man will love her for herself. While there, she meets fellow employee Bob Spencer (Heyburn), and the two fall in love and marry whithout Bob ever knowing about Mary's fortune. Mary is happy even though they are poor, but things go from bad to worse when Bob loses his job and Mary is forced to contact her grandfather for financial help. bob is angry at her deception, refuses her grandfather's money, and goes to work for a mattress company in dirct competition with her grandfather's. Eventually, the two companies decide to merge, and with Mary newly pregnant, all ends well for the couple."
s1107,Movie,Sakka Podu Podu Raja,Sethuraman,"Santhanam, Vaibhavi Shandilya, Vivek, VTV Ganesh, Sampath",India,,2017,13+,124 min,"Comedy, Drama, International",A happy-go-lucky-guy falls in love with the sister of a ruthless gangster. How does the former convince his lover's brother is the rest of the movie.
s1108,Movie,Saints and Soldiers: Airborne Creed,Ryan Little,"Corbin Allred, David Nibley, Jasen Wade",,,2012,PG-13,95 min,"Action, Drama","On August 15th, 1944, an invasion in Provence, France was organized by the Americans to support and protect the allied troops marching to Berlin who had already landed in Normandy on June 6, 1944. After jumping over Provence during the night, three paratroopers who have to regroup with their fellow soldiers in the village of Les Arcs, help the local resistance to free some of their members."
s1109,Movie,Sahil Shah’s: Childish Behaviour,Siddharth Vasani,Sahil Shah,,,2018,18+,72 min,"Arts, Entertainment, and Culture","Sahil Shah is 27 but mentally considers himself as a 3 year old. He’s one of India’s top comedians and his first ever stand up special Childish Behaviour is a look at his immature life, the silliness and pointlessness of things around him and his innate ability of making stupid faces and silly sounds to make anyone laugh."
s1110,TV Show,Sagrada Reset,,,,,2017,TV-14,2 Seasons,"Anime, Drama","Misora has the power to reset time backwards by up to three days, and Kei has as photographic memory that allows him to remember everything, despite the reset. Together, they try to correct the mistakes of the past."
s1111,Movie,Saaho (Telugu),Sujeeth,"Prabhas, Shraddha Kapoor, Murli Sharma, Arun Vijay, Neil Nitin Mukesh",,,2019,13+,170 min,"Action, International","After many innocents become scapegoats in a mind boggling robbery, an undercover super cop is summoned to the city. While the investigation progresses, dark secrets about one of the biggest mafias of the world surfaces but with a bundle of mysteries attached."
